ID,ROSCOE-SA,ROSCOE-SS,ROSCOE-LI,ROSCOE-LC,overall
0,0.685898943508721,0.5758960855503877,0.006173700094223,0.3318754734107665,0.39996105064102455
1,0.6658362307315202,0.5689648874104023,0.0012562870979308499,0.3134810351024873,0.38738461008558517
2,0.6797832235493196,0.5814769143859545,0.0484578907489776,0.3680325391127187,0.4194376419492426
3,0.6802728141162445,0.5603601497908434,0.009181648492813051,0.3706813244262108,0.40512398420652795
4,0.6691801650216318,0.5711564558247725,0.0056488215923309,0.3875987593317931,0.40839605044263205
5,0.6551957542799441,0.5699522414555153,0.00423249602317805,0.37403536669745086,0.4008539646140221
6,0.643997584850551,0.5636435272172093,0.00414961576461785,0.36906568167815645,0.39521410237763366
7,0.6827748503576578,0.5750156436115503,0.0073333382606506,0.36983040069204665,0.40873855823047633
8,0.646937658237661,0.5494790074105064,0.0041414797306060505,0.28605126354555177,0.3716523522310813
9,0.6534167724987037,0.5734431402136883,0.0008286535739898,0.3289766125089989,0.3891662946988452
10,0.6905031845351631,0.5668607993672291,0.009714663028717,0.34384049422891444,0.4027297852900059
11,0.6631589446040473,0.5790165675183138,0.00536715984344475,0.45190980067075676,0.42486311815914063
12,0.647666436161076,0.5555275746931633,0.00712513923645015,0.35021716513333,0.3901340788060048
13,0.6412284533305901,0.5630298532778397,0.00429356098175045,0.32429673381962676,0.38321215035245176
14,0.6480152598768708,0.5615957317252954,0.02102208137512205,0.2694256213778621,0.3750146735887876
15,0.6698142478642534,0.5733938999474049,0.0068191289901733,0.37996444688088304,0.40749793092067865
16,0.6628294886934979,0.5572791788727045,0.01268899440765375,0.35635567238345883,0.3972883335893288
17,0.6611060742200028,0.5590033667782942,0.0190705358982086,0.36398044017497494,0.4007901042678701
18,0.6740384733532048,0.5628459147798518,0.010117262601852351,0.37237702927516436,0.40484467000251834
19,0.6664158774010283,0.5781905936698118,0.010532557964324899,0.3459518102290592,0.4002727098160561
20,0.6871801574287275,0.5767551983396212,0.00250831246376035,0.2844468563491902,0.3877226311453248
21,0.6667411510277674,0.567222461104393,0.0065603852272033,0.32585646001235224,0.39159511434292904
22,0.6698109443544047,0.5726363385717074,0.01375910639762875,0.30664296070889047,0.39071233750815787
23,0.6595850009522576,0.5556208140527209,0.0036001801490783,0.353741759549199,0.39313693867581395
24,0.6626864787486322,0.5602583587169647,0.00625801086425775,0.3416464612024122,0.3927123273830667
25,0.6678184042959134,0.5759091973304749,0.0056000947952270005,0.3617480890272227,0.4027689463622095
26,0.6710305643902541,0.5779298755029837,0.0086174309253692,0.3753253923805804,0.40822581579979683
27,0.6574294553784814,0.5501676180089513,0.0016587972640991,0.4382927914133482,0.41188716551622007
28,0.6671393881491594,0.5625030696392059,0.0051648616790771,0.35633794592769236,0.3977863163487837
29,0.6630335409262575,0.5757921561598778,0.00173556804656975,0.2660625862381307,0.37665596284270897
30,0.6823683628448053,0.5807115870217482,0.0150808691978454,0.341767974354429,0.404982198354707
31,0.6535031956619675,0.5594560600196322,0.0329556763172149,0.3709258449478594,0.4042101942366685
32,0.6882061908101609,0.5771599616855383,0.00432309508323665,0.449753719237943,0.42986074170421973
33,0.6714297402221241,0.5633385560164849,0.0149157345294952,0.3730362784699226,0.4056800773095067
34,0.6835551472046937,0.5813591430584589,0.00414353609085075,0.36779876421937685,0.40921414764334507
35,0.6875775987192403,0.5731973038103509,0.0058383345603942,0.3496767256579084,0.4040724906869735
36,0.6862537333870251,0.5765974639604489,0.0063853561878204,0.4540376338706542,0.4308185468514871
37,0.6607611891698469,0.5566758575538794,0.0042548477649688,0.2642511578920316,0.37148576309518166
38,0.6493074160583865,0.5680670247723659,0.00482758879661555,0.38039236166450185,0.40064859782296747
39,0.6575098728417402,0.5569642268625709,0.0030058026313781,0.43476084360003425,0.4130601864839309
avg,0.6670249492440885,0.567861345142228,0.00873371511697764,0.35636125693509724,0.39999531660959786
