ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.6867367088794708 0.7508090853691101 0.9289780855178833 0.9012900829108941 -2.9802322387695312e-08 -2.9802322387695312e-08 0.5944343449547886 0.8093804162069752 0.5461471788585186 0.8728572437787412 0.6846101731061935 0.9101343840360642 0.8036793693900108 0.002269446849822998 0.0063700079917907715 0.0026219353068064 0.1830270743033223 0.0001544972350017635 0.8811906814575196 0.7218566536903381
1        0.6605678655517598 0.7248471010631572 0.9236568063497543 0.9143619009604057 0.0             -2.9802322387695312e-08 0.5642116351179235 0.8144136608836438 0.49746209592558444 0.869875209417744 0.6826406717300415 0.9294086090909938 0.7841180078685284 0.002038717269897461 0.0006464123725891113 0.0015637809782908436 0.2093361294557178 0.0001544972350017635 0.8412783381839594 0.4624733626842499
2        0.6393819886904496 0.750483519755877 0.933448389172554 0.8979833432376256 0.0             -2.9802322387695312e-08 0.5754089073922771 0.813933665662717 0.5231639165431261 0.8868184251324465 0.7086483240127563 0.9721473615903121 0.7932684160768986 0.0032081007957458496 0.015345871448516846 0.0029750045462589776 0.28175212985299564 0.00015449738234187877 0.8700892604314364 0.7218559384346008
3        0.6651355412810348 0.7244834496184838 0.8809851706027985 0.8972703552635551 0.0             -2.9802322387695312e-08 0.5675932389445776 0.831632636614679 0.5212120488286018 0.8926233190284574 0.737163782119751 0.9263336944372155 0.7938444390892982 0.017825961112976074 0.04248303174972534 0.0024098530812342958 0.2518529068929512 0.0001544970876617888 0.8564783584239871 0.7218566536903381
4        0.695296752167509 0.7619304446939459 0.9234364926815033 0.9130588047834572 -2.9802322387695312e-08 0.0             0.5731985341519752 0.8106142554413953 0.5086949076503515 0.8630870612936974 0.6489498615264893 0.9146936061851522 0.7854582145810127 0.003416717052459717 0.0027577877044677734 0.005067176697717331 0.328284967862297 0.00015449738234187877 0.9090633810834682 0.7218562960624695
5        0.6208768908865749 0.7530320050660521 0.9400618970394135 0.8874188387591484 0.0             -2.9802322387695312e-08 0.544112657266669 0.7925650650350509 0.48151256889104843 0.8510532957946033 0.6491024494171143 0.9546496297232807 0.7683517336845398 0.003726363182067871 0.005034387111663818 0.003695857232600757 0.22049696730897234 0.0001544972350017635 0.8572808489203453 0.3146767020225525
6        0.7341633719556472 0.7782609478807917 0.9421371668577194 0.9266027794890873 -2.9802322387695312e-08 0.0             0.5310959053047768 0.7944490436838925 0.47455883771181107 0.8116282883374983 0.5896776542067528 0.8067543635911801 0.7551146219484508 0.019804060459136963 0.06401324272155762 0.009839215931035743 0.19195490315976363 0.00015449767702253078 0.9266995612312766 0.7218566536903381
7        0.7142435777932405 0.7746367128565907 0.9513940960168839 0.9120573534098195 0.009878809837734037 0.015160635113716125 0.5465526415888841 0.8221398831149157 0.5036771465092897 0.8388210364287315 0.6225022524595261 0.8587897326797247 0.7630575243383646 0.022542715072631836 0.019285857677459717 0.02033126820773363 0.3466613623435258 0.00015449767702253078 0.9283914193511009 0.5702330470085144
8        0.6629623184983547 0.7317486410530714 0.8940893858671188 0.8972114367350488 0.0             -2.9802322387695312e-08 0.5523986557194104 0.8168684837142933 0.5008437199285254 0.822234091915887 0.6052279025316238 0.8867375989372913 0.7690985351800919 0.0076503753662109375 0.012445807456970215 0.003857092949713204 0.32880481280195667 0.00015449738234187877 0.8594920428899618 0.4624744951725006
9        0.6489669364961711 0.7252278632061049 0.9460636675357819 0.9316490171404843 -2.9802322387695312e-08 -2.9802322387695312e-08 0.5529436664867469 0.8044066769111748 0.4797296430915594 0.8372346086367717 0.6284878700971603 0.91291710910472 0.7751828655600548 0.007462561130523682 0.005122065544128418 0.002884262700893873 0.26219336959257855 0.0001544970876617888 0.8710303100672635 0.7218562960624695
